id_subject,control,group,group_code,id_partner,id_dyad,session,day,assistant,phrase,phrase_type,phrase_sign,phrase_number,phrase_age,answer_chequeado,phrase_order,answer_1,confidence_1,answer_dyad,answer_3,confidence_3,dialogue,no_agreement,revision,score_1,score_dyad,score_3,subject_type,age,gender,educ,religion,football,patriot,vegetarian,sport,crt_1_ans,crt_2_ans,crt_3_ans,crt_4_ans,crt_5_ans,crt_6_ans,crt_7_ans,crt_8_ans,type_dyad,heterogeneous_dyad,mixed_dyad,phrase_concordant,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_8,crt_score
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,9,MF,M,0,5,F,9,V,3,F,F,3,1,0,1,0,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,10,MF,M,1,10,F,10,F,3,F,F,3,1,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,11,MV,M,1,5,V,11,V,3,V,F,3,0,0,1,1,1,0,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,12,MV,M,0,9,V,12,V,2,V,V,2,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,13,MF,M,0,7,F,13,F,5,F,F,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,14,KV,K,0,4,V,14,V,5,V,V,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,15,KF,K,0,10,F,15,F,5,F,F,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,16,MF,M,0,6,F,16,F,5,F,F,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,0,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,17,KV,K,1,9,V,17,V,5,F,V,2,1,0,0,1,0,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,18,KV,K,1,7,V,18,V,5,V,V,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,19,KV,K,1,12,V,19,V,5,V,V,5,0,0,0,1,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
15,0,Heterogeneous,1,[8551.71677365],8,1,tuesday,Sofi,20,KF,K,0,9,F,20,V,5,F,F,1,1,0,1,0,1,1,K,33,Mujer,Universitario/Terciario Completo,Poco importante,Poco importante,No,No,3 o 4,2,3,47,15,8,1000,1050,15,MK,1,1,1,1,1,1,1,1,0,0,0,0.625
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,1,KV,K,0,1,V,1,F,3,V,V,4,1,0,1,0,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,2,KF,K,1,8,F,2,V,2,V,V,2,0,0,0,0,0,0,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,3,MV,M,1,0,V,3,V,4,V,V,4,1,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,4,KF,K,0,6,F,4,F,2,V,F,2,1,0,0,1,0,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,5,MF,M,0,4,F,5,F,4,F,F,4,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,6,KF,K,0,12,F,6,V,1,V,V,1,0,0,0,0,0,0,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,7,MV,M,0,14,V,7,V,4,V,V,4,1,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,8,MV,M,0,2,V,8,V,5,V,V,5,1,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,9,MF,M,0,5,F,9,F,4,F,F,4,1,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,10,MF,M,1,10,F,10,V,2,F,F,2,1,0,1,0,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,11,MV,M,1,5,V,11,V,4,V,V,4,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,12,MV,M,0,9,V,12,V,3,V,V,3,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,13,MF,M,0,7,F,13,F,5,F,F,5,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,14,KV,K,0,4,V,14,V,3,V,V,3,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,15,KF,K,0,10,F,15,F,5,F,F,5,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,16,MF,M,0,6,F,16,F,4,F,F,4,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,1,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,17,KV,K,1,9,V,17,F,4,F,F,4,1,0,0,0,0,0,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,18,KV,K,1,7,V,18,V,1,V,V,1,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,19,KV,K,1,12,V,19,V,2,V,V,2,0,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
16,0,Heterogeneous,1,[3586.57876096],8,1,tuesday,Sofi,20,KF,K,0,9,F,20,F,3,F,F,3,1,0,0,1,1,1,M,21,Varón,Universitario/Terciario Incompleto,Nada importante,Poco importante,Sí,No,1 o 2,2,3,47,15,0,5,50,29,MK,1,1,0,1,1,1,1,0,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,1,KV,K,0,1,V,1,F,4,F,F,5,1,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,2,KF,K,1,8,F,2,F,5,F,F,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,3,MV,M,1,0,V,3,V,5,V,V,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,4,KF,K,0,6,F,4,F,5,F,F,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,5,MF,M,0,4,F,5,F,3,F,F,3,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,6,KF,K,0,12,F,6,F,5,F,F,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,7,MV,M,0,14,V,7,F,4,F,F,3,0,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,8,MV,M,0,2,V,8,V,5,F,F,3,1,0,1,1,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,9,MF,M,0,5,F,9,V,5,V,V,5,0,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,10,MF,M,1,10,F,10,V,5,V,V,5,0,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,11,MV,M,1,5,V,11,V,5,V,V,5,1,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,12,MV,M,0,9,V,12,V,4,V,V,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,13,MF,M,0,7,F,13,V,2,V,V,3,0,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,14,KV,K,0,4,V,14,F,5,V,V,3,1,0,1,0,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,15,KF,K,0,10,F,15,F,5,F,F,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,16,MF,M,0,6,F,16,V,4,V,V,4,1,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,1,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,17,KV,K,1,9,V,17,F,3,F,F,5,1,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,18,KV,K,1,7,V,18,F,5,F,F,5,0,0,0,0,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,19,KV,K,1,12,V,19,V,5,F,F,4,1,0,1,1,0,0,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
17,0,Homogeneous,0,[8551.71677365],9,2,monday,Sofi,20,KF,K,0,9,F,20,F,5,F,F,5,0,0,0,1,1,1,M,33,Mujer,Universitario/Terciario Incompleto,Nada importante,Muy importante,No,No,1 o 2,2,3,12,15,8,5,50,29,MM,0,0,0,1,1,0,1,1,1,1,1,0.875
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,1,KV,K,0,1,V,1,V,3,F,F,3,1,0,1,1,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,2,KF,K,1,8,F,2,F,5,F,F,5,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,3,MV,M,1,0,V,3,V,2,V,V,2,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,4,KF,K,0,6,F,4,F,4,F,F,4,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,5,MF,M,0,4,F,5,F,5,F,F,5,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,6,KF,K,0,12,F,6,F,5,F,V,3,0,0,1,1,1,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,7,MV,M,0,14,V,7,F,1,F,F,5,0,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,8,MV,M,0,2,V,8,F,5,F,F,5,1,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,9,MF,M,0,5,F,9,V,5,V,V,5,0,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,10,MF,M,1,10,F,10,V,2,V,V,2,0,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,11,MV,M,1,5,V,11,F,1,V,V,1,1,0,1,0,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,12,MV,M,0,9,V,12,V,3,V,V,4,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,13,MF,M,0,7,F,13,V,5,V,V,5,0,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,14,KV,K,0,4,V,14,V,2,V,V,1,1,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,15,KF,K,0,10,F,15,F,5,F,F,5,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,16,MF,M,0,6,F,16,F,5,V,F,5,1,0,0,1,0,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,1,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,17,KV,K,1,9,V,17,V,3,F,F,2,1,0,1,1,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,18,KV,K,1,7,V,18,F,3,F,F,5,0,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,19,KV,K,1,12,V,19,F,2,F,F,3,1,0,0,0,0,0,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
18,0,Homogeneous,0,[7390.11366279],9,2,monday,Sofi,20,KF,K,0,9,F,20,F,5,F,F,5,0,0,0,1,1,1,M,21,Mujer,Universitario/Terciario Incompleto,Poco importante,Nada importante,No lo sé,No,3 o 4,1,3,24,15,8,1000,100,30,MM,0,0,0,0,1,0,1,1,0,0,0,0.375
19,1,Control,999,NaN,NaN,2,monday,Mechi,1,KV,K,0,1,V,1,V,5,NaN,V,5,NaN,NaN,0,1,NaN,1,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,1,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,2,KF,K,1,8,F,2,V,4,NaN,V,2,NaN,NaN,0,0,NaN,0,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,1,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,3,MV,M,1,0,V,3,V,3,NaN,V,3,NaN,NaN,0,1,NaN,1,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,4,KF,K,0,6,F,4,F,3,NaN,F,1,NaN,NaN,0,1,NaN,1,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,1,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,5,MF,M,0,4,F,5,F,3,NaN,V,2,NaN,NaN,1,1,NaN,0,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,6,KF,K,0,12,F,6,V,5,NaN,V,5,NaN,NaN,0,0,NaN,0,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,1,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,7,MV,M,0,14,V,7,F,3,NaN,F,3,NaN,NaN,0,0,NaN,0,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,8,MV,M,0,2,V,8,V,4,NaN,V,4,NaN,NaN,0,1,NaN,1,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,9,MF,M,0,5,F,9,F,2,NaN,F,2,NaN,NaN,0,1,NaN,1,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
19,1,Control,999,NaN,NaN,2,monday,Mechi,10,MF,M,1,10,F,10,V,3,NaN,V,3,NaN,NaN,0,0,NaN,0,K,26,Mujer,Universitario/Terciario Incompleto,Poco importante,Poco importante,No lo sé,No,No hago actividad física,2,3,47,15,7,5,50,29,NaN,NaN,NaN,0,1,1,1,1,0,1,1,1,0.875
